Year,Revenue,EBIT Margin %,Revenue Growth %,FCF Margin %
2025,94827.0,5.9223638837040085,-2.930699150373628,4.441772912778006
2024,97690.0,9.560855768246494,0.9475783534663496,7.170641826184871
2023,96773.0,10.466762423403223,18.79526650462793,7.850071817552417
2022,81462.0,17.075446220323588,,12.806584665242692
2021,,0.0,,0.0
